user_id,team,org_unit,log_date,prompt_count,avg_quality_score,category
AI_USR001,Org-Delta-Team4,Org-Delta,2026-02-19,20,9.2,Code Generation
AI_USR001,Org-Delta-Team4,Org-Delta,2026-02-20,16,8.7,Summarization
AI_USR001,Org-Delta-Team4,Org-Delta,2026-02-21,19,7.8,Planning
AI_USR001,Org-Delta-Team4,Org-Delta,2026-02-22,9,9.3,Planning
AI_USR001,Org-Delta-Team4,Org-Delta,2026-02-24,20,8.1,Debugging
AI_USR001,Org-Delta-Team4,Org-Delta,2026-02-26,11,8.6,Summarization
AI_USR001,Org-Delta-Team4,Org-Delta,2026-02-27,20,9.0,Code Generation
AI_USR001,Org-Delta-Team4,Org-Delta,2026-03-01,8,7.9,Debugging
AI_USR001,Org-Delta-Team4,Org-Delta,2026-03-02,10,9.1,Documentation
AI_USR001,Org-Delta-Team4,Org-Delta,2026-03-04,5,8.9,Code Generation
AI_USR001,Org-Delta-Team4,Org-Delta,2026-03-07,15,8.7,Summarization
AI_USR001,Org-Delta-Team4,Org-Delta,2026-03-09,3,9.5,Summarization
AI_USR001,Org-Delta-Team4,Org-Delta,2026-03-11,8,8.9,Code Generation
AI_USR001,Org-Delta-Team4,Org-Delta,2026-03-12,2,8.6,Code Generation
AI_USR001,Org-Delta-Team4,Org-Delta,2026-03-13,9,8.6,Documentation
AI_USR001,Org-Delta-Team4,Org-Delta,2026-03-14,8,9.6,Planning
AI_USR001,Org-Delta-Team4,Org-Delta,2026-03-15,13,9.0,Code Generation
AI_USR001,Org-Delta-Team4,Org-Delta,2026-03-18,11,8.3,Code Generation
AI_USR001,Org-Delta-Team4,Org-Delta,2026-03-19,9,8.9,Planning
AI_USR001,Org-Delta-Team4,Org-Delta,2026-03-21,12,10.0,Summarization
AI_USR001,Org-Delta-Team4,Org-Delta,2026-03-22,5,8.4,Documentation
AI_USR001,Org-Delta-Team4,Org-Delta,2026-03-23,10,9.9,Data Query
AI_USR001,Org-Delta-Team4,Org-Delta,2026-03-27,17,9.5,Summarization
AI_USR001,Org-Delta-Team4,Org-Delta,2026-03-30,10,10.0,Code Generation
AI_USR001,Org-Delta-Team4,Org-Delta,2026-03-31,15,10.0,Data Query
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-01-01,14,4.1,Planning
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-01-03,9,3.7,Documentation
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-01-04,18,2.7,Code Generation
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-01-06,5,3.5,Planning
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-01-08,20,4.1,Data Query
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-01-09,16,3.5,Code Generation
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-01-10,6,4.3,Documentation
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-01-12,15,4.6,Documentation
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-01-14,7,3.4,Summarization
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-01-15,12,4.0,Planning
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-01-16,9,2.8,Code Generation
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-01-17,14,4.5,Debugging
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-01-18,19,3.7,Summarization
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-01-21,3,3.0,Summarization
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-01-22,2,3.7,Planning
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-01-23,19,4.7,Documentation
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-01-24,15,4.8,Code Generation
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-01-25,12,3.3,Debugging
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-01-27,14,3.9,Data Query
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-01-28,12,4.7,Summarization
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-01-29,1,4.7,Debugging
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-01-31,16,3.4,Debugging
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-02-02,1,3.7,Code Generation
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-02-04,14,3.4,Debugging
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-02-06,6,4.0,Documentation
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-02-07,19,4.8,Planning
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-02-09,18,3.7,Planning
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-02-10,13,4.8,Planning
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-02-15,11,5.1,Summarization
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-02-16,8,5.2,Code Generation
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-02-17,8,3.6,Code Generation
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-02-19,4,4.2,Documentation
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-02-21,18,4.8,Debugging
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-02-22,12,4.8,Documentation
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-02-23,6,3.8,Documentation
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-02-26,4,4.2,Data Query
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-02-27,13,4.9,Documentation
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-03-01,2,3.5,Data Query
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-03-02,1,3.9,Debugging
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-03-03,5,3.7,Planning
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-03-05,13,3.5,Planning
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-03-07,18,5.0,Debugging
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-03-08,1,5.0,Planning
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-03-09,19,3.7,Debugging
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-03-10,17,4.6,Debugging
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-03-12,2,4.5,Data Query
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-03-13,18,5.5,Debugging
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-03-15,13,5.3,Debugging
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-03-19,20,4.3,Summarization
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-03-23,11,5.2,Code Generation
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-03-24,18,4.4,Documentation
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-03-25,10,5.2,Documentation
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-03-26,16,5.4,Summarization
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-03-27,4,4.1,Code Generation
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-03-30,13,4.0,Code Generation
AI_USR002,Org-Alpha-Team1,Org-Alpha,2026-03-31,16,4.0,Summarization
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-01-03,1,6.1,Debugging
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-01-04,11,6.0,Debugging
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-01-05,8,4.4,Documentation
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-01-06,19,5.5,Data Query
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-01-07,3,4.6,Code Generation
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-01-08,8,5.9,Data Query
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-01-10,13,5.3,Planning
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-01-11,20,5.8,Data Query
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-01-12,18,5.7,Code Generation
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-01-14,13,4.5,Documentation
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-01-15,14,4.9,Code Generation
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-01-17,3,5.3,Planning
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-01-18,3,5.7,Code Generation
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-01-19,7,5.6,Summarization
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-01-21,7,6.1,Debugging
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-01-23,1,5.5,Summarization
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-01-24,16,5.3,Code Generation
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-01-27,7,4.9,Code Generation
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-01-28,3,4.7,Planning
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-02-05,3,4.8,Planning
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-02-06,5,4.3,Planning
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-02-08,7,5.3,Data Query
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-02-09,13,4.3,Data Query
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-02-10,17,5.4,Summarization
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-02-14,15,4.9,Planning
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-02-18,1,5.3,Documentation
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-02-19,2,5.2,Documentation
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-02-20,9,5.7,Data Query
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-02-21,9,5.4,Planning
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-02-22,8,6.1,Summarization
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-02-23,9,5.7,Documentation
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-02-24,5,5.9,Documentation
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-02-25,20,5.6,Data Query
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-02-26,11,6.2,Code Generation
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-02-27,8,5.7,Planning
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-02-28,12,6.0,Summarization
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-03-03,7,6.1,Data Query
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-03-04,14,4.4,Planning
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-03-06,4,5.6,Planning
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-03-07,5,6.1,Planning
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-03-10,20,4.3,Data Query
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-03-12,7,5.7,Documentation
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-03-14,5,4.4,Code Generation
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-03-15,17,5.4,Summarization
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-03-16,2,5.3,Summarization
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-03-17,8,4.7,Summarization
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-03-19,17,5.9,Summarization
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-03-20,20,5.4,Debugging
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-03-22,1,6.0,Summarization
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-03-23,19,5.1,Planning
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-03-25,18,4.5,Data Query
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-03-26,11,6.1,Planning
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-03-29,18,4.8,Documentation
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-03-30,18,4.3,Summarization
AI_USR003,Org-Gamma-Team2,Org-Gamma,2026-03-31,15,5.2,Summarization
AI_USR004,Org-Delta-Team3,Org-Delta,2026-01-01,16,5.2,Data Query
AI_USR004,Org-Delta-Team3,Org-Delta,2026-01-02,14,4.6,Data Query
AI_USR004,Org-Delta-Team3,Org-Delta,2026-01-06,13,4.6,Documentation
AI_USR004,Org-Delta-Team3,Org-Delta,2026-01-07,19,4.4,Debugging
AI_USR004,Org-Delta-Team3,Org-Delta,2026-01-08,5,5.2,Debugging
AI_USR004,Org-Delta-Team3,Org-Delta,2026-01-10,5,5.6,Data Query
AI_USR004,Org-Delta-Team3,Org-Delta,2026-01-12,18,5.2,Code Generation
AI_USR004,Org-Delta-Team3,Org-Delta,2026-01-13,15,4.8,Summarization
AI_USR004,Org-Delta-Team3,Org-Delta,2026-01-14,7,5.6,Data Query
AI_USR004,Org-Delta-Team3,Org-Delta,2026-01-15,20,5.5,Documentation
AI_USR004,Org-Delta-Team3,Org-Delta,2026-01-17,17,4.7,Planning
AI_USR004,Org-Delta-Team3,Org-Delta,2026-01-18,4,4.5,Data Query
AI_USR004,Org-Delta-Team3,Org-Delta,2026-01-20,9,5.7,Documentation
AI_USR004,Org-Delta-Team3,Org-Delta,2026-01-21,14,4.8,Data Query
AI_USR004,Org-Delta-Team3,Org-Delta,2026-01-23,14,4.3,Documentation
AI_USR004,Org-Delta-Team3,Org-Delta,2026-01-24,15,4.0,Planning
AI_USR004,Org-Delta-Team3,Org-Delta,2026-01-25,16,4.6,Summarization
AI_USR004,Org-Delta-Team3,Org-Delta,2026-01-26,3,5.8,Documentation
AI_USR004,Org-Delta-Team3,Org-Delta,2026-01-27,14,4.7,Summarization
AI_USR004,Org-Delta-Team3,Org-Delta,2026-01-30,20,5.5,Planning
AI_USR004,Org-Delta-Team3,Org-Delta,2026-01-31,4,4.0,Code Generation
AI_USR004,Org-Delta-Team3,Org-Delta,2026-02-01,4,4.4,Code Generation
AI_USR004,Org-Delta-Team3,Org-Delta,2026-02-03,7,5.5,Documentation
AI_USR004,Org-Delta-Team3,Org-Delta,2026-02-06,13,5.6,Summarization
AI_USR004,Org-Delta-Team3,Org-Delta,2026-02-07,12,4.1,Summarization
AI_USR004,Org-Delta-Team3,Org-Delta,2026-02-10,10,4.3,Debugging
AI_USR004,Org-Delta-Team3,Org-Delta,2026-02-11,9,4.8,Documentation
AI_USR004,Org-Delta-Team3,Org-Delta,2026-02-12,13,5.2,Code Generation
AI_USR004,Org-Delta-Team3,Org-Delta,2026-02-13,16,4.3,Debugging
AI_USR004,Org-Delta-Team3,Org-Delta,2026-02-15,17,5.6,Debugging
AI_USR004,Org-Delta-Team3,Org-Delta,2026-02-18,1,5.0,Summarization
AI_USR004,Org-Delta-Team3,Org-Delta,2026-02-19,16,5.6,Data Query
AI_USR004,Org-Delta-Team3,Org-Delta,2026-02-20,2,4.1,Documentation
AI_USR004,Org-Delta-Team3,Org-Delta,2026-02-24,9,4.5,Documentation
AI_USR004,Org-Delta-Team3,Org-Delta,2026-02-25,10,5.5,Summarization
AI_USR004,Org-Delta-Team3,Org-Delta,2026-02-27,11,4.3,Code Generation
AI_USR004,Org-Delta-Team3,Org-Delta,2026-02-28,7,4.0,Documentation
AI_USR004,Org-Delta-Team3,Org-Delta,2026-03-05,5,5.5,Debugging
AI_USR004,Org-Delta-Team3,Org-Delta,2026-03-07,14,5.0,Code Generation
AI_USR004,Org-Delta-Team3,Org-Delta,2026-03-08,17,4.3,Planning
AI_USR004,Org-Delta-Team3,Org-Delta,2026-03-09,5,4.3,Code Generation
AI_USR004,Org-Delta-Team3,Org-Delta,2026-03-11,11,5.0,Documentation
AI_USR004,Org-Delta-Team3,Org-Delta,2026-03-13,7,5.3,Data Query
AI_USR004,Org-Delta-Team3,Org-Delta,2026-03-15,17,5.2,Planning
AI_USR004,Org-Delta-Team3,Org-Delta,2026-03-17,17,4.9,Documentation
AI_USR004,Org-Delta-Team3,Org-Delta,2026-03-18,2,4.2,Documentation
AI_USR004,Org-Delta-Team3,Org-Delta,2026-03-19,3,3.6,Debugging
AI_USR004,Org-Delta-Team3,Org-Delta,2026-03-20,17,3.8,Data Query
AI_USR004,Org-Delta-Team3,Org-Delta,2026-03-21,10,3.5,Summarization
AI_USR004,Org-Delta-Team3,Org-Delta,2026-03-22,10,4.6,Planning
AI_USR004,Org-Delta-Team3,Org-Delta,2026-03-23,9,3.7,Code Generation
AI_USR004,Org-Delta-Team3,Org-Delta,2026-03-26,3,4.7,Planning
AI_USR004,Org-Delta-Team3,Org-Delta,2026-03-30,17,3.7,Summarization
AI_USR004,Org-Delta-Team3,Org-Delta,2026-03-31,5,4.3,Planning
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-01-01,14,3.3,Debugging
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-01-03,17,3.6,Summarization
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-01-05,9,3.7,Data Query
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-01-07,15,3.0,Planning
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-01-09,15,3.3,Planning
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-01-11,7,3.1,Planning
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-01-13,1,3.7,Data Query
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-01-14,14,3.7,Code Generation
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-01-17,9,4.7,Data Query
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-01-19,19,4.2,Debugging
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-01-20,1,3.4,Code Generation
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-01-21,11,4.6,Summarization
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-01-22,14,3.0,Debugging
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-01-23,5,3.3,Summarization
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-01-26,8,3.1,Summarization
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-01-27,11,4.3,Documentation
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-01-29,2,4.5,Documentation
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-01-30,1,4.8,Planning
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-01-31,16,4.0,Summarization
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-02-01,15,3.6,Code Generation
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-02-02,19,3.6,Debugging
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-02-06,19,4.0,Data Query
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-02-07,18,4.2,Data Query
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-02-08,2,4.6,Planning
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-02-10,17,4.0,Planning
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-02-12,18,4.7,Planning
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-02-13,1,3.8,Planning
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-02-14,8,4.7,Planning
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-02-15,3,4.6,Code Generation
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-02-17,5,3.4,Summarization
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-02-19,11,4.4,Data Query
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-02-22,13,3.8,Documentation
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-02-24,7,4.3,Data Query
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-02-25,11,2.9,Documentation
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-02-26,15,4.3,Summarization
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-02-28,18,4.5,Code Generation
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-03-03,9,3.8,Data Query
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-03-04,5,3.9,Summarization
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-03-06,8,4.2,Code Generation
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-03-10,17,4.2,Code Generation
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-03-12,15,4.6,Data Query
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-03-14,18,3.9,Documentation
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-03-18,14,3.5,Data Query
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-03-19,11,3.3,Debugging
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-03-20,4,3.2,Data Query
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-03-21,5,3.0,Documentation
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-03-24,2,3.5,Code Generation
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-03-25,6,3.1,Debugging
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-03-27,3,3.3,Planning
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-03-29,1,3.0,Summarization
AI_USR005,Org-Alpha-Team2,Org-Alpha,2026-03-30,20,4.2,Documentation
AI_USR006,Org-Beta-Team2,Org-Beta,2026-01-01,12,3.1,Code Generation
AI_USR006,Org-Beta-Team2,Org-Beta,2026-01-02,19,2.8,Code Generation
AI_USR006,Org-Beta-Team2,Org-Beta,2026-01-03,17,2.7,Data Query
AI_USR006,Org-Beta-Team2,Org-Beta,2026-01-05,19,2.8,Code Generation
AI_USR006,Org-Beta-Team2,Org-Beta,2026-01-06,4,2.6,Documentation
AI_USR006,Org-Beta-Team2,Org-Beta,2026-01-07,16,2.7,Code Generation
AI_USR006,Org-Beta-Team2,Org-Beta,2026-01-08,14,3.1,Debugging
AI_USR006,Org-Beta-Team2,Org-Beta,2026-01-09,4,3.4,Code Generation
AI_USR006,Org-Beta-Team2,Org-Beta,2026-01-11,5,3.1,Documentation
AI_USR006,Org-Beta-Team2,Org-Beta,2026-01-12,6,4.2,Summarization
AI_USR006,Org-Beta-Team2,Org-Beta,2026-01-13,3,2.8,Data Query
AI_USR006,Org-Beta-Team2,Org-Beta,2026-01-14,6,4.2,Code Generation
AI_USR006,Org-Beta-Team2,Org-Beta,2026-01-15,19,4.1,Data Query
AI_USR006,Org-Beta-Team2,Org-Beta,2026-01-17,17,4.7,Documentation
AI_USR006,Org-Beta-Team2,Org-Beta,2026-01-19,11,3.0,Data Query
AI_USR006,Org-Beta-Team2,Org-Beta,2026-01-20,9,4.6,Summarization
AI_USR006,Org-Beta-Team2,Org-Beta,2026-01-21,3,3.1,Code Generation
AI_USR006,Org-Beta-Team2,Org-Beta,2026-01-22,19,3.7,Planning
AI_USR006,Org-Beta-Team2,Org-Beta,2026-01-23,3,3.1,Summarization
AI_USR006,Org-Beta-Team2,Org-Beta,2026-01-24,10,5.1,Data Query
AI_USR006,Org-Beta-Team2,Org-Beta,2026-01-28,10,5.1,Data Query
AI_USR006,Org-Beta-Team2,Org-Beta,2026-01-29,4,4.7,Summarization
AI_USR006,Org-Beta-Team2,Org-Beta,2026-01-30,4,4.5,Summarization
AI_USR006,Org-Beta-Team2,Org-Beta,2026-01-31,20,4.9,Code Generation
AI_USR006,Org-Beta-Team2,Org-Beta,2026-02-01,8,3.4,Code Generation
AI_USR006,Org-Beta-Team2,Org-Beta,2026-02-02,4,3.6,Documentation
AI_USR006,Org-Beta-Team2,Org-Beta,2026-02-04,4,5.1,Planning
AI_USR006,Org-Beta-Team2,Org-Beta,2026-02-05,2,3.6,Documentation
AI_USR006,Org-Beta-Team2,Org-Beta,2026-02-06,1,5.4,Documentation
AI_USR006,Org-Beta-Team2,Org-Beta,2026-02-09,5,5.2,Debugging
AI_USR006,Org-Beta-Team2,Org-Beta,2026-02-10,12,4.4,Data Query
AI_USR006,Org-Beta-Team2,Org-Beta,2026-02-11,1,4.9,Summarization
AI_USR006,Org-Beta-Team2,Org-Beta,2026-02-12,6,5.1,Data Query
AI_USR006,Org-Beta-Team2,Org-Beta,2026-02-13,12,4.0,Planning
AI_USR006,Org-Beta-Team2,Org-Beta,2026-02-16,5,4.6,Planning
AI_USR006,Org-Beta-Team2,Org-Beta,2026-02-18,11,4.6,Debugging
AI_USR006,Org-Beta-Team2,Org-Beta,2026-02-20,4,5.7,Debugging
AI_USR006,Org-Beta-Team2,Org-Beta,2026-02-21,3,5.8,Data Query
AI_USR006,Org-Beta-Team2,Org-Beta,2026-02-22,20,4.6,Documentation
AI_USR006,Org-Beta-Team2,Org-Beta,2026-02-24,1,4.8,Summarization
AI_USR006,Org-Beta-Team2,Org-Beta,2026-02-25,11,5.7,Data Query
AI_USR006,Org-Beta-Team2,Org-Beta,2026-02-26,6,4.8,Planning
AI_USR006,Org-Beta-Team2,Org-Beta,2026-02-27,2,5.1,Data Query
AI_USR006,Org-Beta-Team2,Org-Beta,2026-02-28,18,5.0,Summarization
AI_USR006,Org-Beta-Team2,Org-Beta,2026-03-01,18,5.9,Code Generation
AI_USR006,Org-Beta-Team2,Org-Beta,2026-03-02,2,5.7,Data Query
AI_USR006,Org-Beta-Team2,Org-Beta,2026-03-04,12,4.9,Documentation
