user_id,team,org_unit,event_date,session_count,actions_taken,first_login_date
USR0003,Org-Gamma-Team2,Org-Gamma,2025-10-14,2,37,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-10-18,3,21,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-10-19,2,2,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-10-20,3,2,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-10-22,2,37,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-10-23,3,30,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-10-26,4,20,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-10-27,4,25,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-10-30,3,2,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-11-01,2,8,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-11-02,2,7,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-11-03,5,12,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-11-04,8,24,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-11-06,2,32,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-11-08,8,5,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-11-09,7,25,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-11-12,3,12,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-11-13,3,37,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-11-16,6,23,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-11-17,1,11,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-11-18,5,8,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-11-19,1,35,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-11-20,3,14,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-11-22,4,2,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-11-23,4,6,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-11-26,8,13,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-11-28,5,30,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-11-30,7,13,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-12-01,4,18,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-12-03,5,11,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-12-06,8,28,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-12-07,5,21,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-12-10,6,24,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-12-13,1,33,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-12-14,7,19,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-12-18,7,2,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-12-19,6,28,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-12-21,2,14,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-12-23,6,8,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-12-24,1,22,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-12-25,6,15,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-12-26,7,19,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-12-28,2,36,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-12-29,2,37,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2025-12-31,7,21,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-01-02,1,32,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-01-03,5,27,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-01-04,8,11,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-01-06,4,37,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-01-07,1,37,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-01-10,7,3,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-01-13,1,5,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-01-14,7,20,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-01-15,6,26,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-01-16,6,32,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-01-18,8,32,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-01-21,6,40,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-01-22,4,4,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-01-24,6,28,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-01-25,2,13,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-01-29,1,4,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-01-30,1,8,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-01-31,5,5,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-02-01,7,18,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-02-04,2,9,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-02-05,3,38,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-02-08,8,8,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-02-09,4,37,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-02-10,8,18,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-02-11,8,15,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-02-12,5,6,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-02-13,4,14,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-02-15,8,4,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-02-16,4,30,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-02-18,2,22,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-02-19,6,20,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-02-23,3,15,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-02-25,8,40,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-02-26,7,13,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-02-27,7,11,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-03-02,2,10,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-03-03,2,8,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-03-04,8,12,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-03-05,8,34,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-03-06,5,8,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-03-08,7,14,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-03-09,7,33,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-03-10,8,18,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-03-11,1,25,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-03-13,5,13,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-03-14,5,34,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-03-16,2,4,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-03-19,1,3,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-03-20,4,5,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-03-21,5,15,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-03-24,7,7,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-03-25,5,32,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-03-26,4,23,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-03-29,1,7,2025-10-01
USR0003,Org-Gamma-Team2,Org-Gamma,2026-03-30,8,20,2025-10-01
USR0004,Org-Gamma-Team4,Org-Gamma,2025-10-24,6,30,2025-10-23
USR0004,Org-Gamma-Team4,Org-Gamma,2025-10-25,1,31,2025-10-23
USR0004,Org-Gamma-Team4,Org-Gamma,2025-10-26,1,12,2025-10-23
USR0005,Org-Delta-Team2,Org-Delta,2025-10-09,1,39,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-10-10,8,38,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-10-11,4,31,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-10-12,1,37,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-10-14,4,34,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-10-15,3,7,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-10-16,6,29,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-10-17,6,35,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-10-18,8,17,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-10-19,1,23,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-10-20,6,34,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-10-24,2,18,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-10-27,7,15,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-10-29,8,2,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-10-30,7,24,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-10-31,2,13,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-11-02,2,18,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-11-06,3,17,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-11-08,6,26,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-11-09,5,20,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-11-10,6,40,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-11-11,8,37,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-11-14,1,32,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-11-16,3,34,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-11-20,5,5,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-11-22,1,14,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-11-23,2,4,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-11-24,1,28,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-11-25,1,4,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-11-26,6,19,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-11-28,3,6,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-11-30,4,28,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-12-01,2,19,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-12-02,8,23,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-12-03,7,28,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-12-04,2,17,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-12-06,3,37,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-12-07,6,38,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-12-08,4,17,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-12-09,4,20,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-12-10,5,37,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-12-12,3,25,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-12-15,8,21,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-12-16,6,30,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-12-17,8,27,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-12-19,1,27,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-12-20,3,40,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-12-23,6,9,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-12-27,7,9,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-12-28,1,30,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2025-12-31,1,6,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-01-01,2,22,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-01-02,5,37,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-01-03,6,4,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-01-04,1,14,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-01-05,8,9,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-01-06,3,20,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-01-12,2,1,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-01-13,2,34,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-01-14,4,7,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-01-15,8,26,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-01-16,2,20,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-01-17,3,16,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-01-19,8,40,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-01-20,3,2,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-01-21,4,11,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-01-22,4,31,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-01-23,5,7,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-01-25,5,26,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-01-26,2,30,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-01-27,7,10,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-01-28,8,8,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-01-29,1,38,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-01-30,8,3,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-02-01,3,30,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-02-03,1,11,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-02-04,4,23,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-02-06,2,12,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-02-08,6,30,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-02-11,5,26,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-02-12,8,25,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-02-15,5,9,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-02-17,6,38,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-02-19,1,2,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-02-21,2,7,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-02-22,8,21,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-02-27,3,25,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-03-01,2,4,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-03-03,2,29,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-03-08,8,25,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-03-09,4,13,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-03-10,8,19,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-03-11,3,28,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-03-14,1,7,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-03-15,3,1,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-03-16,7,37,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-03-17,2,22,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-03-18,8,13,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-03-20,8,33,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-03-21,3,5,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-03-22,7,5,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-03-23,3,34,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-03-24,2,32,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-03-25,6,2,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-03-26,5,17,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-03-27,6,5,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-03-29,5,5,2025-10-09
USR0005,Org-Delta-Team2,Org-Delta,2026-03-30,4,34,2025-10-09
USR0006,Org-Beta-Team2,Org-Beta,2025-10-17,2,38,2025-10-17
USR0006,Org-Beta-Team2,Org-Beta,2025-10-18,5,2,2025-10-17
USR0006,Org-Beta-Team2,Org-Beta,2025-10-19,7,17,2025-10-17
USR0006,Org-Beta-Team2,Org-Beta,2025-10-20,1,9,2025-10-17
USR0006,Org-Beta-Team2,Org-Beta,2025-10-21,6,4,2025-10-17
USR0006,Org-Beta-Team2,Org-Beta,2025-10-22,2,37,2025-10-17
USR0007,Org-Epsilon-Team2,Org-Epsilon,2025-10-30,2,27,2025-10-29
USR0007,Org-Epsilon-Team2,Org-Epsilon,2025-10-31,2,36,2025-10-29
USR0007,Org-Epsilon-Team2,Org-Epsilon,2025-11-01,3,18,2025-10-29
USR0007,Org-Epsilon-Team2,Org-Epsilon,2025-11-03,8,33,2025-10-29
USR0007,Org-Epsilon-Team2,Org-Epsilon,2025-11-04,6,28,2025-10-29
USR0007,Org-Epsilon-Team2,Org-Epsilon,2025-11-05,4,2,2025-10-29
USR0008,Org-Gamma-Team1,Org-Gamma,2025-10-31,7,2,2025-10-30
USR0008,Org-Gamma-Team1,Org-Gamma,2025-11-01,1,25,2025-10-30
USR0008,Org-Gamma-Team1,Org-Gamma,2025-11-04,7,36,2025-10-30
